,Emotions,Path,Intensity,Statement,actor
966,fear,/03-01-06-01-02-02-17.wav,normal,Dogs are sitting by the door,Actor_17
967,angry,/03-01-05-01-02-01-17.wav,normal,Dogs are sitting by the door,Actor_17
968,surprise,/03-01-08-01-01-01-17.wav,normal,Kids are talking by the door,Actor_17
969,surprise,/03-01-08-02-02-01-17.wav,intense,Dogs are sitting by the door,Actor_17
970,calm,/03-01-02-01-02-01-17.wav,normal,Dogs are sitting by the door,Actor_17
971,neutral,/03-01-01-01-02-02-17.wav,normal,Dogs are sitting by the door,Actor_17
972,calm,/03-01-02-02-01-01-17.wav,intense,Kids are talking by the door,Actor_17
973,happy,/03-01-03-01-01-02-17.wav,normal,Kids are talking by the door,Actor_17
974,happy,/03-01-03-02-02-02-17.wav,intense,Dogs are sitting by the door,Actor_17
975,neutral,/03-01-01-01-01-01-17.wav,normal,Kids are talking by the door,Actor_17
976,calm,/03-01-02-01-01-02-17.wav,normal,Kids are talking by the door,Actor_17
977,calm,/03-01-02-02-02-02-17.wav,intense,Dogs are sitting by the door,Actor_17
978,happy,/03-01-03-01-02-01-17.wav,normal,Dogs are sitting by the door,Actor_17
979,happy,/03-01-03-02-01-01-17.wav,intense,Kids are talking by the door,Actor_17
980,sad,/03-01-04-02-01-01-17.wav,intense,Kids are talking by the door,Actor_17
981,disgust,/03-01-07-02-01-02-17.wav,intense,Kids are talking by the door,Actor_17
982,disgust,/03-01-07-01-02-02-17.wav,normal,Dogs are sitting by the door,Actor_17
983,sad,/03-01-04-01-02-01-17.wav,normal,Dogs are sitting by the door,Actor_17
984,fear,/03-01-06-02-02-01-17.wav,intense,Dogs are sitting by the door,Actor_17
985,angry,/03-01-05-02-02-02-17.wav,intense,Dogs are sitting by the door,Actor_17
986,angry,/03-01-05-01-01-02-17.wav,normal,Kids are talking by the door,Actor_17
987,fear,/03-01-06-01-01-01-17.wav,normal,Kids are talking by the door,Actor_17
988,surprise,/03-01-08-01-02-02-17.wav,normal,Dogs are sitting by the door,Actor_17
989,surprise,/03-01-08-02-01-02-17.wav,intense,Kids are talking by the door,Actor_17
990,happy,/03-01-03-02-02-01-17.wav,intense,Dogs are sitting by the door,Actor_17
991,happy,/03-01-03-01-01-01-17.wav,normal,Kids are talking by the door,Actor_17
992,calm,/03-01-02-02-01-02-17.wav,intense,Kids are talking by the door,Actor_17
993,neutral,/03-01-01-01-02-01-17.wav,normal,Dogs are sitting by the door,Actor_17
994,calm,/03-01-02-01-02-02-17.wav,normal,Dogs are sitting by the door,Actor_17
995,angry,/03-01-05-01-02-02-17.wav,normal,Dogs are sitting by the door,Actor_17
996,fear,/03-01-06-01-02-01-17.wav,normal,Dogs are sitting by the door,Actor_17
997,fear,/03-01-06-02-01-01-17.wav,intense,Kids are talking by the door,Actor_17
998,angry,/03-01-05-02-01-02-17.wav,intense,Kids are talking by the door,Actor_17
999,disgust,/03-01-07-01-01-02-17.wav,normal,Kids are talking by the door,Actor_17
1000,sad,/03-01-04-01-01-01-17.wav,normal,Kids are talking by the door,Actor_17
1001,sad,/03-01-04-02-02-01-17.wav,intense,Dogs are sitting by the door,Actor_17
1002,disgust,/03-01-07-02-02-02-17.wav,intense,Dogs are sitting by the door,Actor_17
1003,surprise,/03-01-08-02-02-02-17.wav,intense,Dogs are sitting by the door,Actor_17
1004,surprise,/03-01-08-01-01-02-17.wav,normal,Kids are talking by the door,Actor_17
1005,fear,/03-01-06-01-01-02-17.wav,normal,Kids are talking by the door,Actor_17
1006,angry,/03-01-05-01-01-01-17.wav,normal,Kids are talking by the door,Actor_17
1007,angry,/03-01-05-02-02-01-17.wav,intense,Dogs are sitting by the door,Actor_17
1008,fear,/03-01-06-02-02-02-17.wav,intense,Dogs are sitting by the door,Actor_17
1009,sad,/03-01-04-01-02-02-17.wav,normal,Dogs are sitting by the door,Actor_17
1010,disgust,/03-01-07-01-02-01-17.wav,normal,Dogs are sitting by the door,Actor_17
1011,disgust,/03-01-07-02-01-01-17.wav,intense,Kids are talking by the door,Actor_17
1012,sad,/03-01-04-02-01-02-17.wav,intense,Kids are talking by the door,Actor_17
1013,surprise,/03-01-08-02-01-01-17.wav,intense,Kids are talking by the door,Actor_17
1014,surprise,/03-01-08-01-02-01-17.wav,normal,Dogs are sitting by the door,Actor_17
1015,happy,/03-01-03-02-01-02-17.wav,intense,Kids are talking by the door,Actor_17
1016,happy,/03-01-03-01-02-02-17.wav,normal,Dogs are sitting by the door,Actor_17
1017,calm,/03-01-02-02-02-01-17.wav,intense,Dogs are sitting by the door,Actor_17
1018,calm,/03-01-02-01-01-01-17.wav,normal,Kids are talking by the door,Actor_17
1019,neutral,/03-01-01-01-01-02-17.wav,normal,Kids are talking by the door,Actor_17
1020,happy,/03-01-03-02-01-02-18.wav,intense,Kids are talking by the door,Actor_18
1021,happy,/03-01-03-01-02-02-18.wav,normal,Dogs are sitting by the door,Actor_18
1022,calm,/03-01-02-02-02-01-18.wav,intense,Dogs are sitting by the door,Actor_18
1023,calm,/03-01-02-01-01-01-18.wav,normal,Kids are talking by the door,Actor_18
1024,neutral,/03-01-01-01-01-02-18.wav,normal,Kids are talking by the door,Actor_18
1025,fear,/03-01-06-01-01-02-18.wav,normal,Kids are talking by the door,Actor_18
1026,angry,/03-01-05-01-01-01-18.wav,normal,Kids are talking by the door,Actor_18
1027,angry,/03-01-05-02-02-01-18.wav,intense,Dogs are sitting by the door,Actor_18
1028,fear,/03-01-06-02-02-02-18.wav,intense,Dogs are sitting by the door,Actor_18
1029,sad,/03-01-04-01-02-02-18.wav,normal,Dogs are sitting by the door,Actor_18
1030,disgust,/03-01-07-01-02-01-18.wav,normal,Dogs are sitting by the door,Actor_18
1031,disgust,/03-01-07-02-01-01-18.wav,intense,Kids are talking by the door,Actor_18
1032,sad,/03-01-04-02-01-02-18.wav,intense,Kids are talking by the door,Actor_18
1033,surprise,/03-01-08-02-01-01-18.wav,intense,Kids are talking by the door,Actor_18
1034,surprise,/03-01-08-01-02-01-18.wav,normal,Dogs are sitting by the door,Actor_18
1035,angry,/03-01-05-01-02-02-18.wav,normal,Dogs are sitting by the door,Actor_18
1036,fear,/03-01-06-01-02-01-18.wav,normal,Dogs are sitting by the door,Actor_18
1037,fear,/03-01-06-02-01-01-18.wav,intense,Kids are talking by the door,Actor_18
1038,angry,/03-01-05-02-01-02-18.wav,intense,Kids are talking by the door,Actor_18
1039,disgust,/03-01-07-01-01-02-18.wav,normal,Kids are talking by the door,Actor_18
1040,sad,/03-01-04-01-01-01-18.wav,normal,Kids are talking by the door,Actor_18
1041,sad,/03-01-04-02-02-01-18.wav,intense,Dogs are sitting by the door,Actor_18
1042,disgust,/03-01-07-02-02-02-18.wav,intense,Dogs are sitting by the door,Actor_18
1043,surprise,/03-01-08-02-02-02-18.wav,intense,Dogs are sitting by the door,Actor_18
1044,surprise,/03-01-08-01-01-02-18.wav,normal,Kids are talking by the door,Actor_18
1045,happy,/03-01-03-02-02-01-18.wav,intense,Dogs are sitting by the door,Actor_18
1046,happy,/03-01-03-01-01-01-18.wav,normal,Kids are talking by the door,Actor_18
1047,calm,/03-01-02-02-01-02-18.wav,intense,Kids are talking by the door,Actor_18
1048,neutral,/03-01-01-01-02-01-18.wav,normal,Dogs are sitting by the door,Actor_18
1049,calm,/03-01-02-01-02-02-18.wav,normal,Dogs are sitting by the door,Actor_18
1050,sad,/03-01-04-02-01-01-18.wav,intense,Kids are talking by the door,Actor_18
1051,disgust,/03-01-07-02-01-02-18.wav,intense,Kids are talking by the door,Actor_18
1052,disgust,/03-01-07-01-02-02-18.wav,normal,Dogs are sitting by the door,Actor_18
1053,sad,/03-01-04-01-02-01-18.wav,normal,Dogs are sitting by the door,Actor_18
1054,fear,/03-01-06-02-02-01-18.wav,intense,Dogs are sitting by the door,Actor_18
1055,angry,/03-01-05-02-02-02-18.wav,intense,Dogs are sitting by the door,Actor_18
1056,angry,/03-01-05-01-01-02-18.wav,normal,Kids are talking by the door,Actor_18
1057,fear,/03-01-06-01-01-01-18.wav,normal,Kids are talking by the door,Actor_18
1058,surprise,/03-01-08-01-02-02-18.wav,normal,Dogs are sitting by the door,Actor_18
1059,surprise,/03-01-08-02-01-02-18.wav,intense,Kids are talking by the door,Actor_18
1060,neutral,/03-01-01-01-01-01-18.wav,normal,Kids are talking by the door,Actor_18
1061,calm,/03-01-02-01-01-02-18.wav,normal,Kids are talking by the door,Actor_18
1062,calm,/03-01-02-02-02-02-18.wav,intense,Dogs are sitting by the door,Actor_18
1063,happy,/03-01-03-01-02-01-18.wav,normal,Dogs are sitting by the door,Actor_18
1064,happy,/03-01-03-02-01-01-18.wav,intense,Kids are talking by the door,Actor_18
1065,calm,/03-01-02-01-02-01-18.wav,normal,Dogs are sitting by the door,Actor_18
1066,neutral,/03-01-01-01-02-02-18.wav,normal,Dogs are sitting by the door,Actor_18
1067,calm,/03-01-02-02-01-01-18.wav,intense,Kids are talking by the door,Actor_18
1068,happy,/03-01-03-01-01-02-18.wav,normal,Kids are talking by the door,Actor_18
1069,happy,/03-01-03-02-02-02-18.wav,intense,Dogs are sitting by the door,Actor_18
1070,disgust,/03-01-07-02-02-01-18.wav,intense,Dogs are sitting by the door,Actor_18
1071,sad,/03-01-04-02-02-02-18.wav,intense,Dogs are sitting by the door,Actor_18
1072,sad,/03-01-04-01-01-02-18.wav,normal,Kids are talking by the door,Actor_18
1073,disgust,/03-01-07-01-01-01-18.wav,normal,Kids are talking by the door,Actor_18
1074,angry,/03-01-05-02-01-01-18.wav,intense,Kids are talking by the door,Actor_18
1075,fear,/03-01-06-02-01-02-18.wav,intense,Kids are talking by the door,Actor_18
1076,fear,/03-01-06-01-02-02-18.wav,normal,Dogs are sitting by the door,Actor_18
1077,angry,/03-01-05-01-02-01-18.wav,normal,Dogs are sitting by the door,Actor_18
1078,surprise,/03-01-08-01-01-01-18.wav,normal,Kids are talking by the door,Actor_18
1079,surprise,/03-01-08-02-02-01-18.wav,intense,Dogs are sitting by the door,Actor_18
1080,neutral,/03-01-01-01-01-02-19.wav,normal,Kids are talking by the door,Actor_19
1081,calm,/03-01-02-01-01-01-19.wav,normal,Kids are talking by the door,Actor_19
1082,calm,/03-01-02-02-02-01-19.wav,intense,Dogs are sitting by the door,Actor_19
1083,happy,/03-01-03-01-02-02-19.wav,normal,Dogs are sitting by the door,Actor_19
1084,happy,/03-01-03-02-01-02-19.wav,intense,Kids are talking by the door,Actor_19
1085,sad,/03-01-04-02-01-02-19.wav,intense,Kids are talking by the door,Actor_19
1086,disgust,/03-01-07-02-01-01-19.wav,intense,Kids are talking by the door,Actor_19
1087,disgust,/03-01-07-01-02-01-19.wav,normal,Dogs are sitting by the door,Actor_19
1088,sad,/03-01-04-01-02-02-19.wav,normal,Dogs are sitting by the door,Actor_19
1089,fear,/03-01-06-02-02-02-19.wav,intense,Dogs are sitting by the door,Actor_19
1090,angry,/03-01-05-02-02-01-19.wav,intense,Dogs are sitting by the door,Actor_19
1091,angry,/03-01-05-01-01-01-19.wav,normal,Kids are talking by the door,Actor_19
1092,fear,/03-01-06-01-01-02-19.wav,normal,Kids are talking by the door,Actor_19
1093,surprise,/03-01-08-01-02-01-19.wav,normal,Dogs are sitting by the door,Actor_19
1094,surprise,/03-01-08-02-01-01-19.wav,intense,Kids are talking by the door,Actor_19
1095,disgust,/03-01-07-02-02-02-19.wav,intense,Dogs are sitting by the door,Actor_19
1096,sad,/03-01-04-02-02-01-19.wav,intense,Dogs are sitting by the door,Actor_19
1097,sad,/03-01-04-01-01-01-19.wav,normal,Kids are talking by the door,Actor_19
1098,disgust,/03-01-07-01-01-02-19.wav,normal,Kids are talking by the door,Actor_19
1099,angry,/03-01-05-02-01-02-19.wav,intense,Kids are talking by the door,Actor_19
1100,fear,/03-01-06-02-01-01-19.wav,intense,Kids are talking by the door,Actor_19
1101,fear,/03-01-06-01-02-01-19.wav,normal,Dogs are sitting by the door,Actor_19
1102,angry,/03-01-05-01-02-02-19.wav,normal,Dogs are sitting by the door,Actor_19
1103,surprise,/03-01-08-01-01-02-19.wav,normal,Kids are talking by the door,Actor_19
1104,surprise,/03-01-08-02-02-02-19.wav,intense,Dogs are sitting by the door,Actor_19
1105,calm,/03-01-02-01-02-02-19.wav,normal,Dogs are sitting by the door,Actor_19
1106,neutral,/03-01-01-01-02-01-19.wav,normal,Dogs are sitting by the door,Actor_19
1107,calm,/03-01-02-02-01-02-19.wav,intense,Kids are talking by the door,Actor_19
1108,happy,/03-01-03-01-01-01-19.wav,normal,Kids are talking by the door,Actor_19
1109,happy,/03-01-03-02-02-01-19.wav,intense,Dogs are sitting by the door,Actor_19
1110,fear,/03-01-06-01-01-01-19.wav,normal,Kids are talking by the door,Actor_19
1111,angry,/03-01-05-01-01-02-19.wav,normal,Kids are talking by the door,Actor_19
1112,angry,/03-01-05-02-02-02-19.wav,intense,Dogs are sitting by the door,Actor_19
1113,fear,/03-01-06-02-02-01-19.wav,intense,Dogs are sitting by the door,Actor_19
1114,sad,/03-01-04-01-02-01-19.wav,normal,Dogs are sitting by the door,Actor_19
1115,disgust,/03-01-07-01-02-02-19.wav,normal,Dogs are sitting by the door,Actor_19
1116,disgust,/03-01-07-02-01-02-19.wav,intense,Kids are talking by the door,Actor_19
1117,sad,/03-01-04-02-01-01-19.wav,intense,Kids are talking by the door,Actor_19
1118,surprise,/03-01-08-02-01-02-19.wav,intense,Kids are talking by the door,Actor_19
1119,surprise,/03-01-08-01-02-02-19.wav,normal,Dogs are sitting by the door,Actor_19
1120,happy,/03-01-03-02-01-01-19.wav,intense,Kids are talking by the door,Actor_19
1121,happy,/03-01-03-01-02-01-19.wav,normal,Dogs are sitting by the door,Actor_19
1122,calm,/03-01-02-02-02-02-19.wav,intense,Dogs are sitting by the door,Actor_19
1123,calm,/03-01-02-01-01-02-19.wav,normal,Kids are talking by the door,Actor_19
1124,neutral,/03-01-01-01-01-01-19.wav,normal,Kids are talking by the door,Actor_19
1125,happy,/03-01-03-02-02-02-19.wav,intense,Dogs are sitting by the door,Actor_19
1126,happy,/03-01-03-01-01-02-19.wav,normal,Kids are talking by the door,Actor_19
1127,calm,/03-01-02-02-01-01-19.wav,intense,Kids are talking by the door,Actor_19
1128,neutral,/03-01-01-01-02-02-19.wav,normal,Dogs are sitting by the door,Actor_19
1129,calm,/03-01-02-01-02-01-19.wav,normal,Dogs are sitting by the door,Actor_19
1130,angry,/03-01-05-01-02-01-19.wav,normal,Dogs are sitting by the door,Actor_19
1131,fear,/03-01-06-01-02-02-19.wav,normal,Dogs are sitting by the door,Actor_19
1132,fear,/03-01-06-02-01-02-19.wav,intense,Kids are talking by the door,Actor_19
1133,angry,/03-01-05-02-01-01-19.wav,intense,Kids are talking by the door,Actor_19
1134,disgust,/03-01-07-01-01-01-19.wav,normal,Kids are talking by the door,Actor_19
1135,sad,/03-01-04-01-01-02-19.wav,normal,Kids are talking by the door,Actor_19
1136,sad,/03-01-04-02-02-02-19.wav,intense,Dogs are sitting by the door,Actor_19
1137,disgust,/03-01-07-02-02-01-19.wav,intense,Dogs are sitting by the door,Actor_19
1138,surprise,/03-01-08-02-02-01-19.wav,intense,Dogs are sitting by the door,Actor_19
1139,surprise,/03-01-08-01-01-01-19.wav,normal,Kids are talking by the door,Actor_19
1140,surprise,/03-01-08-01-02-01-20.wav,normal,Dogs are sitting by the door,Actor_20
1141,surprise,/03-01-08-02-01-01-20.wav,intense,Kids are talking by the door,Actor_20
1142,sad,/03-01-04-02-01-02-20.wav,intense,Kids are talking by the door,Actor_20
1143,disgust,/03-01-07-02-01-01-20.wav,intense,Kids are talking by the door,Actor_20
1144,disgust,/03-01-07-01-02-01-20.wav,normal,Dogs are sitting by the door,Actor_20
1145,sad,/03-01-04-01-02-02-20.wav,normal,Dogs are sitting by the door,Actor_20
1146,fear,/03-01-06-02-02-02-20.wav,intense,Dogs are sitting by the door,Actor_20
1147,angry,/03-01-05-02-02-01-20.wav,intense,Dogs are sitting by the door,Actor_20
1148,angry,/03-01-05-01-01-01-20.wav,normal,Kids are talking by the door,Actor_20
1149,fear,/03-01-06-01-01-02-20.wav,normal,Kids are talking by the door,Actor_20
1150,neutral,/03-01-01-01-01-02-20.wav,normal,Kids are talking by the door,Actor_20
1151,calm,/03-01-02-01-01-01-20.wav,normal,Kids are talking by the door,Actor_20
1152,calm,/03-01-02-02-02-01-20.wav,intense,Dogs are sitting by the door,Actor_20
1153,happy,/03-01-03-01-02-02-20.wav,normal,Dogs are sitting by the door,Actor_20
1154,happy,/03-01-03-02-01-02-20.wav,intense,Kids are talking by the door,Actor_20
1155,calm,/03-01-02-01-02-02-20.wav,normal,Dogs are sitting by the door,Actor_20
1156,neutral,/03-01-01-01-02-01-20.wav,normal,Dogs are sitting by the door,Actor_20
1157,calm,/03-01-02-02-01-02-20.wav,intense,Kids are talking by the door,Actor_20
1158,happy,/03-01-03-01-01-01-20.wav,normal,Kids are talking by the door,Actor_20
1159,happy,/03-01-03-02-02-01-20.wav,intense,Dogs are sitting by the door,Actor_20
1160,surprise,/03-01-08-01-01-02-20.wav,normal,Kids are talking by the door,Actor_20
1161,surprise,/03-01-08-02-02-02-20.wav,intense,Dogs are sitting by the door,Actor_20
1162,disgust,/03-01-07-02-02-02-20.wav,intense,Dogs are sitting by the door,Actor_20
1163,sad,/03-01-04-02-02-01-20.wav,intense,Dogs are sitting by the door,Actor_20
1164,sad,/03-01-04-01-01-01-20.wav,normal,Kids are talking by the door,Actor_20
1165,disgust,/03-01-07-01-01-02-20.wav,normal,Kids are talking by the door,Actor_20
1166,angry,/03-01-05-02-01-02-20.wav,intense,Kids are talking by the door,Actor_20
1167,fear,/03-01-06-02-01-01-20.wav,intense,Kids are talking by the door,Actor_20
1168,fear,/03-01-06-01-02-01-20.wav,normal,Dogs are sitting by the door,Actor_20
1169,angry,/03-01-05-01-02-02-20.wav,normal,Dogs are sitting by the door,Actor_20
1170,happy,/03-01-03-02-01-01-20.wav,intense,Kids are talking by the door,Actor_20
1171,happy,/03-01-03-01-02-01-20.wav,normal,Dogs are sitting by the door,Actor_20
1172,calm,/03-01-02-02-02-02-20.wav,intense,Dogs are sitting by the door,Actor_20
1173,calm,/03-01-02-01-01-02-20.wav,normal,Kids are talking by the door,Actor_20
1174,neutral,/03-01-01-01-01-01-20.wav,normal,Kids are talking by the door,Actor_20
1175,surprise,/03-01-08-02-01-02-20.wav,intense,Kids are talking by the door,Actor_20
1176,surprise,/03-01-08-01-02-02-20.wav,normal,Dogs are sitting by the door,Actor_20
1177,fear,/03-01-06-01-01-01-20.wav,normal,Kids are talking by the door,Actor_20
1178,angry,/03-01-05-01-01-02-20.wav,normal,Kids are talking by the door,Actor_20
1179,angry,/03-01-05-02-02-02-20.wav,intense,Dogs are sitting by the door,Actor_20
1180,fear,/03-01-06-02-02-01-20.wav,intense,Dogs are sitting by the door,Actor_20
1181,sad,/03-01-04-01-02-01-20.wav,normal,Dogs are sitting by the door,Actor_20
1182,disgust,/03-01-07-01-02-02-20.wav,normal,Dogs are sitting by the door,Actor_20
1183,disgust,/03-01-07-02-01-02-20.wav,intense,Kids are talking by the door,Actor_20
1184,sad,/03-01-04-02-01-01-20.wav,intense,Kids are talking by the door,Actor_20
1185,surprise,/03-01-08-02-02-01-20.wav,intense,Dogs are sitting by the door,Actor_20
1186,surprise,/03-01-08-01-01-01-20.wav,normal,Kids are talking by the door,Actor_20
1187,angry,/03-01-05-01-02-01-20.wav,normal,Dogs are sitting by the door,Actor_20
1188,fear,/03-01-06-01-02-02-20.wav,normal,Dogs are sitting by the door,Actor_20
1189,fear,/03-01-06-02-01-02-20.wav,intense,Kids are talking by the door,Actor_20
1190,angry,/03-01-05-02-01-01-20.wav,intense,Kids are talking by the door,Actor_20
1191,disgust,/03-01-07-01-01-01-20.wav,normal,Kids are talking by the door,Actor_20
1192,sad,/03-01-04-01-01-02-20.wav,normal,Kids are talking by the door,Actor_20
1193,sad,/03-01-04-02-02-02-20.wav,intense,Dogs are sitting by the door,Actor_20
1194,disgust,/03-01-07-02-02-01-20.wav,intense,Dogs are sitting by the door,Actor_20
1195,happy,/03-01-03-02-02-02-20.wav,intense,Dogs are sitting by the door,Actor_20
1196,happy,/03-01-03-01-01-02-20.wav,normal,Kids are talking by the door,Actor_20
1197,calm,/03-01-02-02-01-01-20.wav,intense,Kids are talking by the door,Actor_20
1198,neutral,/03-01-01-01-02-02-20.wav,normal,Dogs are sitting by the door,Actor_20
1199,calm,/03-01-02-01-02-01-20.wav,normal,Dogs are sitting by the door,Actor_20
1200,surprise,/03-01-08-02-01-01-21.wav,intense,Kids are talking by the door,Actor_21
1201,surprise,/03-01-08-01-02-01-21.wav,normal,Dogs are sitting by the door,Actor_21
1202,fear,/03-01-06-01-01-02-21.wav,normal,Kids are talking by the door,Actor_21
1203,angry,/03-01-05-01-01-01-21.wav,normal,Kids are talking by the door,Actor_21
1204,angry,/03-01-05-02-02-01-21.wav,intense,Dogs are sitting by the door,Actor_21
1205,fear,/03-01-06-02-02-02-21.wav,intense,Dogs are sitting by the door,Actor_21
1206,sad,/03-01-04-01-02-02-21.wav,normal,Dogs are sitting by the door,Actor_21
1207,disgust,/03-01-07-01-02-01-21.wav,normal,Dogs are sitting by the door,Actor_21
1208,disgust,/03-01-07-02-01-01-21.wav,intense,Kids are talking by the door,Actor_21
1209,sad,/03-01-04-02-01-02-21.wav,intense,Kids are talking by the door,Actor_21
1210,happy,/03-01-03-02-01-02-21.wav,intense,Kids are talking by the door,Actor_21
1211,happy,/03-01-03-01-02-02-21.wav,normal,Dogs are sitting by the door,Actor_21
1212,calm,/03-01-02-02-02-01-21.wav,intense,Dogs are sitting by the door,Actor_21
1213,calm,/03-01-02-01-01-01-21.wav,normal,Kids are talking by the door,Actor_21
1214,neutral,/03-01-01-01-01-02-21.wav,normal,Kids are talking by the door,Actor_21
1215,happy,/03-01-03-02-02-01-21.wav,intense,Dogs are sitting by the door,Actor_21
1216,happy,/03-01-03-01-01-01-21.wav,normal,Kids are talking by the door,Actor_21
1217,calm,/03-01-02-02-01-02-21.wav,intense,Kids are talking by the door,Actor_21
1218,neutral,/03-01-01-01-02-01-21.wav,normal,Dogs are sitting by the door,Actor_21
1219,calm,/03-01-02-01-02-02-21.wav,normal,Dogs are sitting by the door,Actor_21
1220,surprise,/03-01-08-02-02-02-21.wav,intense,Dogs are sitting by the door,Actor_21
1221,surprise,/03-01-08-01-01-02-21.wav,normal,Kids are talking by the door,Actor_21
1222,angry,/03-01-05-01-02-02-21.wav,normal,Dogs are sitting by the door,Actor_21
1223,fear,/03-01-06-01-02-01-21.wav,normal,Dogs are sitting by the door,Actor_21
1224,fear,/03-01-06-02-01-01-21.wav,intense,Kids are talking by the door,Actor_21
1225,angry,/03-01-05-02-01-02-21.wav,intense,Kids are talking by the door,Actor_21
1226,disgust,/03-01-07-01-01-02-21.wav,normal,Kids are talking by the door,Actor_21
1227,sad,/03-01-04-01-01-01-21.wav,normal,Kids are talking by the door,Actor_21
1228,sad,/03-01-04-02-02-01-21.wav,intense,Dogs are sitting by the door,Actor_21
1229,disgust,/03-01-07-02-02-02-21.wav,intense,Dogs are sitting by the door,Actor_21
1230,neutral,/03-01-01-01-01-01-21.wav,normal,Kids are talking by the door,Actor_21
1231,calm,/03-01-02-01-01-02-21.wav,normal,Kids are talking by the door,Actor_21
1232,calm,/03-01-02-02-02-02-21.wav,intense,Dogs are sitting by the door,Actor_21
1233,happy,/03-01-03-01-02-01-21.wav,normal,Dogs are sitting by the door,Actor_21
1234,happy,/03-01-03-02-01-01-21.wav,intense,Kids are talking by the door,Actor_21
1235,surprise,/03-01-08-01-02-02-21.wav,normal,Dogs are sitting by the door,Actor_21
1236,surprise,/03-01-08-02-01-02-21.wav,intense,Kids are talking by the door,Actor_21
1237,sad,/03-01-04-02-01-01-21.wav,intense,Kids are talking by the door,Actor_21
1238,disgust,/03-01-07-02-01-02-21.wav,intense,Kids are talking by the door,Actor_21
1239,disgust,/03-01-07-01-02-02-21.wav,normal,Dogs are sitting by the door,Actor_21
1240,sad,/03-01-04-01-02-01-21.wav,normal,Dogs are sitting by the door,Actor_21
1241,fear,/03-01-06-02-02-01-21.wav,intense,Dogs are sitting by the door,Actor_21
1242,angry,/03-01-05-02-02-02-21.wav,intense,Dogs are sitting by the door,Actor_21
1243,angry,/03-01-05-01-01-02-21.wav,normal,Kids are talking by the door,Actor_21
1244,fear,/03-01-06-01-01-01-21.wav,normal,Kids are talking by the door,Actor_21
1245,surprise,/03-01-08-01-01-01-21.wav,normal,Kids are talking by the door,Actor_21
1246,surprise,/03-01-08-02-02-01-21.wav,intense,Dogs are sitting by the door,Actor_21
1247,disgust,/03-01-07-02-02-01-21.wav,intense,Dogs are sitting by the door,Actor_21
1248,sad,/03-01-04-02-02-02-21.wav,intense,Dogs are sitting by the door,Actor_21
1249,sad,/03-01-04-01-01-02-21.wav,normal,Kids are talking by the door,Actor_21
1250,disgust,/03-01-07-01-01-01-21.wav,normal,Kids are talking by the door,Actor_21
1251,angry,/03-01-05-02-01-01-21.wav,intense,Kids are talking by the door,Actor_21
1252,fear,/03-01-06-02-01-02-21.wav,intense,Kids are talking by the door,Actor_21
1253,fear,/03-01-06-01-02-02-21.wav,normal,Dogs are sitting by the door,Actor_21
1254,angry,/03-01-05-01-02-01-21.wav,normal,Dogs are sitting by the door,Actor_21
1255,calm,/03-01-02-01-02-01-21.wav,normal,Dogs are sitting by the door,Actor_21
1256,neutral,/03-01-01-01-02-02-21.wav,normal,Dogs are sitting by the door,Actor_21
1257,calm,/03-01-02-02-01-01-21.wav,intense,Kids are talking by the door,Actor_21
1258,happy,/03-01-03-01-01-02-21.wav,normal,Kids are talking by the door,Actor_21
1259,happy,/03-01-03-02-02-02-21.wav,intense,Dogs are sitting by the door,Actor_21
1260,angry,/03-01-05-01-01-01-22.wav,normal,Kids are talking by the door,Actor_22
1261,fear,/03-01-06-01-01-02-22.wav,normal,Kids are talking by the door,Actor_22
1262,fear,/03-01-06-02-02-02-22.wav,intense,Dogs are sitting by the door,Actor_22
1263,angry,/03-01-05-02-02-01-22.wav,intense,Dogs are sitting by the door,Actor_22
1264,disgust,/03-01-07-01-02-01-22.wav,normal,Dogs are sitting by the door,Actor_22
1265,sad,/03-01-04-01-02-02-22.wav,normal,Dogs are sitting by the door,Actor_22
1266,sad,/03-01-04-02-01-02-22.wav,intense,Kids are talking by the door,Actor_22
1267,disgust,/03-01-07-02-01-01-22.wav,intense,Kids are talking by the door,Actor_22
1268,surprise,/03-01-08-02-01-01-22.wav,intense,Kids are talking by the door,Actor_22
1269,surprise,/03-01-08-01-02-01-22.wav,normal,Dogs are sitting by the door,Actor_22
1270,happy,/03-01-03-02-01-02-22.wav,intense,Kids are talking by the door,Actor_22
1271,happy,/03-01-03-01-02-02-22.wav,normal,Dogs are sitting by the door,Actor_22
1272,calm,/03-01-02-02-02-01-22.wav,intense,Dogs are sitting by the door,Actor_22
1273,neutral,/03-01-01-01-01-02-22.wav,normal,Kids are talking by the door,Actor_22
1274,calm,/03-01-02-01-01-01-22.wav,normal,Kids are talking by the door,Actor_22
1275,happy,/03-01-03-02-02-01-22.wav,intense,Dogs are sitting by the door,Actor_22
1276,happy,/03-01-03-01-01-01-22.wav,normal,Kids are talking by the door,Actor_22
1277,calm,/03-01-02-02-01-02-22.wav,intense,Kids are talking by the door,Actor_22
1278,calm,/03-01-02-01-02-02-22.wav,normal,Dogs are sitting by the door,Actor_22
1279,neutral,/03-01-01-01-02-01-22.wav,normal,Dogs are sitting by the door,Actor_22
1280,fear,/03-01-06-01-02-01-22.wav,normal,Dogs are sitting by the door,Actor_22
1281,angry,/03-01-05-01-02-02-22.wav,normal,Dogs are sitting by the door,Actor_22
